ID,Name,Concepticon_ID,Concepticon_Gloss
1,louse,1392,LOUSE
3,two,1498,TWO
5,water,948,WATER
7,ear,1247,EAR
9,die,1494,DIE
11,I,1209,I
13,liver,1224,LIVER
15,eye,1248,EYE
17,hand,1277,HAND
19,hear,1408,HEAR
21,tree,906,TREE
23,fish,227,FISH
25,"name (noun,though some overlap with verb)",1405,NAME
27,stone,857,STONE
29,tooth,1380,TOOTH
33,you (sing.),1215,THOU
35,path,2252,PATH
37,bone,1394,BONE
39,tongue,1205,TONGUE
41,skin,763,SKIN
43,night,1233,NIGHT
45,leaf,628,LEAF
47,"rain (vb.,mostly)",1253,RAIN (RAINING)
49,kill (pl. obj.),1417,KILL
51,kill (sing./dual obj.),1417,KILL
53,blood,946,BLOOD
55,horn,1393,HORN (ANATOMY)
57,person,683,PERSON
59,knee,1371,KNEE
61,one,1493,ONE
63,nose,1221,NOSE
65,full,1429,FULL
67,come,1446,COME
69,star,1430,STAR
71,mountain,639,MOUNTAIN
73,fire,221,FIRE
75,we,1212,WE
77,to drink,1401,DRINK
79,to see,1409,SEE
81,bark(tree),1204,BARK
83,new,1231,NEW
85,dog,2009,DOG
87,sun,1343,SUN
89,to fly,1441,FLY (MOVE THROUGH AIR)
91,"fat, grease (substance)",323,FAT (ORGANIC SUBSTANCE)
93,moon,1313,MOON
95,give,1447,GIVE
97,heart,1223,HEART
99,feather (not down),1201,FEATHER
101,white,1335,WHITE
103,yellow,1424,YELLOW
105,bird,937,BIRD
107,head,1256,HEAD
109,earth 1 (primarily mud clay),640,MUD
111,earth 2 (primarily land  landform ground soil world),1228,EARTH (SOIL)
113,foot,1301,FOOT
115,black,163,BLACK
117,mouth,674,MOUTH
119,green blue,1425,GREEN
121,sleep,1585,SLEEP
123,what,1236,WHAT
125,root,670,ROOT
127,claw,72,CLAW
129,bite,1403,BITE
131,ash/ashes,646,ASH
133,red,156,RED
135,eat,1336,EAT
137,egg,744,EGG
139,who,1235,WHO
141,dry,1398,DRY
143,hair,1040,HAIR
147,not,1240,NOT
149,this,1214,THIS
151,seed,714,SEED
153,woman,962,WOMAN
155,round,1395,ROUND
157,long,1203,LONG
159,stand,1442,STAND
161,good,1035,GOOD
163,man,1554,MAN
165,cold,1287,COLD
167,flesh (meat),2615,FLESH OR MEAT
169,neck,1333,NECK
171,to say,1458,SAY
173,to burn,2102,BURN
175,tail,1220,TAIL
177,sand,671,SAND
179,that/that one,78,THAT
181,walk,1443,WALK
183,sit,1416,SIT
185,many,1198,MANY
187,all,98,ALL
189,know,1410,KNOW (SOMETHING)
191,cloud,1489,CLOUD
193,swim,1439,SWIM
197,big,1202,BIG
199,hot,1286,HOT
201,lie (down),1411,LIE (REST)
203,small,1246,SMALL
31,breast,1402,BREAST
145,smoke (primarily noun),778,SMOKE (EXHAUST)
195,belly,1251,BELLY
